id,status,response_time,body,tsbefore,tsafter
5073,200,21418006,19818159,1573526818541391492,1573526818562779552
5074,200,27802246,25600690,1573526818562814883,1573526818590594326
5075,200,27086049,25389592,1573526818590622227,1573526818617686655
5076,200,27668816,25911408,1573526818617714687,1573526818645324692
5077,200,22596445,19996192,1573526818645388834,1573526818667965100
5078,200,24036381,22523131,1573526818667990087,1573526818692006912
5079,200,22341667,20866328,1573526818692031505,1573526818714349945
5080,200,21047703,19614536,1573526818714378252,1573526818735401458
5081,200,23105091,21295375,1573526818735430970,1573526818758513178
5082,200,21283924,19726165,1573526818758583058,1573526818779835677
5083,200,20924486,19406614,1573526818779874156,1573526818800776993
5084,200,20873758,19304650,1573526818800804205,1573526818821655905
5085,200,23946426,21993974,1573526818821682986,1573526818845605254
5086,200,21923023,20416477,1573526818845635441,1573526818867537147
5087,200,22058796,20498781,1573526818867563301,1573526818889601126
5088,200,22167454,20398129,1573526818889627275,1573526818911764624
5089,200,22036264,20406556,1573526818911801867,1573526818933815340
5090,200,28570817,25978479,1573526818933844355,1573526818962392614
5091,200,27528930,25782558,1573526818962420546,1573526818989928190
5092,200,24762028,23094019,1573526818989954861,1573526819014695467
5093,200,20692720,19141210,1573526819014722011,1573526819035368858
5094,200,21917492,20354111,1573526819035420238,1573526819057299639
5095,200,22510910,19711953,1573526819057342750,1573526819079833086
5096,200,21727431,20095648,1573526819079858676,1573526819101565421
5097,200,22486495,19876324,1573526819101591092,1573526819124039024
5098,200,21109793,19658077,1573526819124083332,1573526819145172658
5099,200,21278013,18483039,1573526819145198163,1573526819166455712
5100,200,20747351,19270276,1573526819166481153,1573526819187208270
5101,200,19603222,18215549,1573526819187233374,1573526819206816182
5102,200,21130041,19778534,1573526819206841634,1573526819227951318
5103,200,22647364,20687984,1573526819227976545,1573526819250603031
5104,200,22030929,20639574,1573526819250628822,1573526819272627858
5105,200,19814460,18055791,1573526819272666258,1573526819292305926
5106,200,20984216,19414509,1573526819292489576,1573526819313400734
5107,200,22194318,20384054,1573526819313480886,1573526819335647657
5108,200,20896814,19056928,1573526819335681757,1573526819356552280
5109,200,23202222,20955486,1573526819356585217,1573526819379761069
5110,200,20220069,18513927,1573526819379793964,1573526819399987416
5111,200,21013333,19361807,1573526819400020492,1573526819421012888
5112,200,20996771,19343198,1573526819421039038,1573526819442014964
5113,200,21473073,19437739,1573526819442040709,1573526819463493025
5114,200,20491726,18868016,1573526819463518868,1573526819483989684
5115,200,26912194,25275198,1573526819484015511,1573526819510907144
5116,200,24991874,23219942,1573526819510932618,1573526819535903207
5117,200,23430577,21738066,1573526819535929640,1573526819559339603
5118,200,20078702,18351461,1573526819559365386,1573526819579423831
5119,200,21174082,19346957,1573526819579449003,1573526819600599654
5120,200,20531265,18154936,1573526819600628356,1573526819621132912
5121,200,21882541,19656039,1573526819621303546,1573526819643154351
5122,200,19709433,17950314,1573526819643191947,1573526819662868177
5123,200,20487508,18974165,1573526819662909858,1573526819683363358
5124,200,21763826,20215941,1573526819683403394,1573526819705144478
5125,200,21168552,19313682,1573526819705173490,1573526819726295761
5126,200,20554683,19044576,1573526819726349134,1573526819746865889
5127,200,19415728,18003581,1573526819746909728,1573526819766300143
5128,200,19212094,17802351,1573526819766331944,1573526819785500599
5129,200,19478678,17836161,1573526819785553792,1573526819804994048
5130,200,24146650,19830267,1573526819805039691,1573526819829148478
5131,200,19863709,18221726,1573526819829192971,1573526819848972803
5132,200,22682630,20446687,1573526819849063906,1573526819871720610
5133,200,19663797,18287034,1573526819871752958,1573526819891389360
5134,200,20055258,18782282,1573526819891444822,1573526819911457937
5135,200,23829916,22299971,1573526819911505193,1573526819935308898
5136,200,19942032,18545011,1573526819935340860,1573526819955226663
5137,200,19241630,17890997,1573526819955288790,1573526819974506978
5138,200,20810829,19554991,1573526819974535670,1573526819995292398
5139,200,20173903,18615849,1573526819995352541,1573526820015501317
5140,200,19161585,17675492,1573526820015531894,1573526820034664582
5141,200,19662053,18140095,1573526820034700855,1573526820054339231
5142,200,21014923,19593671,1573526820054368090,1573526820075361265
5143,200,20224017,18816164,1573526820075388610,1573526820095591776
5144,200,21082415,19634973,1573526820095663263,1573526820116689701
5145,200,19494957,18135918,1573526820116751753,1573526820136225131
5146,200,20094446,18625616,1573526820136252241,1573526820156240146
5147,200,20175439,18531660,1573526820156353902,1573526820176267549
5148,200,20120247,18382795,1573526820176534772,1573526820196245309
5149,200,20482360,18951108,1573526820196661279,1573526820217121127
5150,200,21471618,19939838,1573526820217148636,1573526820238599986
5151,200,20064071,18835352,1573526820238625666,1573526820258668991
5152,200,21107306,19727470,1573526820258694776,1573526820279781831
5153,200,20728846,19134560,1573526820279807097,1573526820300507189
5154,200,22652810,20169520,1573526820300541193,1573526820323122073
5155,200,20992647,19196204,1573526820323201658,1573526820344173618
5156,200,20031593,18577398,1573526820344199833,1573526820364201460
5157,200,20987881,19003347,1573526820364236706,1573526820385155023
5158,200,23417766,21093806,1573526820385229808,1573526820408608312
5159,200,21939777,20359400,1573526820408652717,1573526820430570362
5160,200,21281587,19721991,1573526820430597495,1573526820451858194
5161,200,21862801,20246073,1573526820451884029,1573526820473681900
5162,200,20912784,19333561,1573526820473752638,1573526820494611592
5163,200,22678580,20942077,1573526820494671141,1573526820517294427
5164,200,21227190,19252619,1573526820517355287,1573526820538552255
5165,200,20204021,18690369,1573526820538587715,1573526820558770360
5166,200,20807511,19252600,1573526820558796806,1573526820579583724
5167,200,21227541,19569531,1573526820579609483,1573526820600804704
5168,200,21250945,18749980,1573526820600842382,1573526820622063004
5169,200,20965016,19574582,1573526820622098518,1573526820643039630
5170,200,23262287,21411879,1573526820643068859,1573526820666284043
5171,200,21338335,19781971,1573526820666338802,1573526820687621247
5172,200,21029086,19531381,1573526820687682636,1573526820708690335
5173,200,23027257,21315701,1573526820708749591,1573526820731754827
5174,200,21875203,20282933,1573526820731782349,1573526820753594419
5175,200,22129101,20543714,1573526820753662914,1573526820775764584
5176,200,21007208,19487479,1573526820775798349,1573526820796783770
5177,200,19215005,17932132,1573526820796810829,1573526820816003536
5178,200,23937912,22568523,1573526820816030877,1573526820839913075
5179,200,24569780,22777449,1573526820839974450,1573526820864515172
5180,200,24369586,22466781,1573526820864550174,1573526820888898139
5181,200,27230914,23270099,1573526820888924923,1573526820916086150
5182,200,25547152,24022582,1573526820916162240,1573526820941654424
5183,200,21561381,20082475,1573526820941715233,1573526820963246710
5184,200,21424833,19962832,1573526820963313933,1573526820984718501
5185,200,36622573,30067203,1573526820984772581,1573526821021360093
5186,200,20503941,18063125,1573526821021402169,1573526821041823058
5187,200,24505427,22840885,1573526821041913239,1573526821066349648
5188,200,20830329,19343921,1573526821066423895,1573526821087229602
5189,200,21942205,20080891,1573526821087261200,1573526821109135897
5190,200,19518873,18095370,1573526821109209284,1573526821128660486
5191,200,20097345,18656914,1573526821128735130,1573526821148804917
5192,200,20809898,19416526,1573526821148839088,1573526821169548144
5193,200,23711528,21761976,1573526821169655946,1573526821193308199
5194,200,24115706,22817707,1573526821193374442,1573526821217411224
5195,200,25273564,23970796,1573526821217497010,1573526821242709214
5196,200,20902458,19523922,1573526821242776544,1573526821263626098
5197,200,19332955,18066090,1573526821263685477,1573526821282958829
5198,200,18984320,17559642,1573526821283025568,1573526821301988969
5199,200,19453576,18018305,1573526821302015099,1573526821321411940
5200,200,20237898,18749232,1573526821321473842,1573526821341691169
5201,200,22398022,20497134,1573526821341716838,1573526821364085478
5202,503,690811,690811:1039693:1076114:1126591:1410863,1573526821364152349,1573526821410458584
5207,200,24501236,22051545,1573526821420827061,1573526821445290868
5208,200,20303998,17962511,1573526821445335567,1573526821465616439
5209,200,21219559,19830799,1573526821465646594,1573526821486840472
5210,200,21840822,19984357,1573526821486872671,1573526821508684781
5211,200,23232535,21354903,1573526821508719983,1573526821531925590
5212,200,22627701,20484170,1573526821531959334,1573526821554515387
5213,200,21444983,19836252,1573526821554592941,1573526821575989551
5214,200,20862001,19379644,1573526821576043217,1573526821596875704
5215,200,20011120,18261699,1573526821596910453,1573526821616901251
5216,200,20923484,18962612,1573526821616926647,1573526821637803922
5217,200,21209704,18589771,1573526821637855398,1573526821659044714
5218,200,20356649,18786583,1573526821659070100,1573526821679357421
5219,200,20270483,18717689,1573526821679432523,1573526821699683835
5220,200,20450920,18788694,1573526821699708176,1573526821720139507
5221,200,20416454,18540712,1573526821720164103,1573526821740559637
5222,200,20732878,19101560,1573526821740585746,1573526821761297650
5223,200,19723381,18118229,1573526821761323780,1573526821781023197
5224,200,20333622,18452945,1573526821781052241,1573526821801362777
5225,200,20212836,18444460,1573526821801390871,1573526821821575064
5226,200,21684914,20089107,1573526821821654660,1573526821843312208
5227,200,20330353,18979036,1573526821843344992,1573526821863621509
5228,200,19755161,18148888,1573526821863682967,1573526821883399699
5229,200,20681780,19115711,1573526821883443287,1573526821904103855
5230,200,26244853,23863797,1573526821904130217,1573526821930313753
5231,200,24046990,22280145,1573526821930380482,1573526821954405085
5232,200,19895842,18340460,1573526821954432403,1573526821974298958
5233,200,19004340,17624974,1573526821974365670,1573526821993346802
5234,200,22250120,20881878,1573526821993403125,1573526822015578385
5235,200,21031707,19440243,1573526822015659216,1573526822036668814
5236,200,20867325,19399905,1573526822036695863,1573526822057534116
5237,200,21024640,18769472,1573526822057600101,1573526822078601702
5238,200,21272101,19786453,1573526822078660646,1573526822099902035
5239,200,20072185,18554857,1573526822099938004,1573526822119979338
5240,200,23061235,21688247,1573526822120015421,1573526822143044328
5241,200,19434289,17753071,1573526822143082061,1573526822162485010
5242,200,20468767,19138220,1573526822162521977,1573526822182959923
5243,200,21600544,20177326,1573526822182996046,1573526822204566337
5244,200,21776394,20465825,1573526822204601762,1573526822226348270
5245,200,20491622,19367209,1573526822226415347,1573526822246886307
5246,200,20869155,19476337,1573526822246940196,1573526822267783970
5247,200,19996763,18478485,1573526822267815043,1573526822287739370
5248,200,20142172,18734885,1573526822287817561,1573526822307939550
5249,200,19665870,18194364,1573526822307992294,1573526822327638925
5250,200,21238100,19766487,1573526822327663343,1573526822348872191
5251,200,20888992,19647750,1573526822348906557,1573526822369775210
5252,200,22009170,20286909,1573526822369800800,1573526822391733218
5253,200,19412911,17803605,1573526822391815523,1573526822411205509
5254,200,22059553,20528429,1573526822411233469,1573526822433273071
5255,200,21097458,18873084,1573526822433298031,1573526822454372563
5256,200,20619205,18144946,1573526822454431189,1573526822475021328
5257,200,20811022,19075910,1573526822475082348,1573526822495860966
5258,200,19975935,18377559,1573526822495899856,1573526822515848321
5259,200,20695772,18822757,1573526822515882329,1573526822536546240
5260,200,20977687,19239898,1573526822536584639,1573526822557529902
5261,200,20343401,18508547,1573526822557568891,1573526822577813280
5262,200,20633104,18989190,1573526822577919693,1573526822598522271
5263,200,20480110,18897528,1573526822598559615,1573526822619010228
5264,200,19935133,18262743,1573526822619046365,1573526822638919013
5265,200,20615246,18911736,1573526822638988139,1573526822659577554
5266,200,22165321,20541046,1573526822659610227,1573526822681745120
5267,200,20782844,18841955,1573526822681782174,1573526822702538795
5268,200,19873131,17902550,1573526822702571593,1573526822722418099
5269,200,20812905,19095238,1573526822722451175,1573526822743236873
5270,200,21547571,19552756,1573526822743270746,1573526822764797331
5271,200,19962159,18003063,1573526822764823823,1573526822784765089
5272,200,20272291,18018481,1573526822784791065,1573526822805042803
5273,200,20109077,18287451,1573526822805068371,1573526822825153087
5274,200,19370718,17854907,1573526822825182927,1573526822844531926
5275,200,20853346,19291868,1573526822844558925,1573526822865391391
5276,200,20075304,18495918,1573526822865447749,1573526822885492879
5277,200,22001073,19845191,1573526822885528239,1573526822907510039
5278,200,20693373,19072303,1573526822907534383,1573526822928207338
5279,200,21519507,19895769,1573526822928232865,1573526822949729628
5280,200,21211318,19745117,1573526822949788480,1573526822970974288
5281,200,20631173,19274055,1573526822971004923,1573526822991616344
5282,200,20021744,18786892,1573526822991641435,1573526823011643148
5283,200,19005172,17674587,1573526823011696380,1573526823030680961
5284,200,22610365,21231019,1573526823030706674,1573526823053294778
5285,200,23763119,22157772,1573526823053322114,1573526823077062433
5286,200,23816540,21687873,1573526823077122054,1573526823100884523
5287,200,24122592,22307603,1573526823100944247,1573526823125037145
5288,200,22831807,20587141,1573526823125072127,1573526823147874466
5289,200,20198075,18583218,1573526823147935183,1573526823168112530
5290,200,22216635,20322670,1573526823168138269,1573526823190335815
5291,200,21372057,20034730,1573526823190359855,1573526823211701807
5292,200,20196237,19024968,1573526823211737152,1573526823231897639
5293,200,20887362,19709511,1573526823231941443,1573526823252792555
5294,200,20902154,19565628,1573526823252836371,1573526823273689771
5295,200,20032179,18822799,1573526823273744280,1573526823293753868
5296,200,18882144,17506744,1573526823293781577,1573526823312639900
5297,200,19681988,18404428,1573526823312669193,1573526823332326387
5298,200,20946764,19480095,1573526823332357296,1573526823353282671
5299,200,22547291,20405833,1573526823353309400,1573526823375837748
5300,200,25229108,23748503,1573526823375861690,1573526823401070655
5301,200,23031429,20561429,1573526823401096020,1573526823424097737
5302,200,18842408,17583244,1573526823424132590,1573526823442954651
5303,200,20307743,18779709,1573526823442980000,1573526823463257557
5304,200,19574555,18064966,1573526823463292910,1573526823482847071
5305,200,18824787,17373636,1573526823482872577,1573526823501667304
5306,200,21276106,18821360,1573526823501702560,1573526823522957845
5307,200,21445954,19847783,1573526823522983710,1573526823544367061
5308,200,21216250,19728655,1573526823544435361,1573526823565627973
5309,200,21114840,19738691,1573526823565656737,1573526823586751721
5310,200,20049054,18669468,1573526823586776730,1573526823606802592
5311,200,21015489,19542604,1573526823606830869,1573526823627818367
5312,200,19353181,18069245,1573526823627851544,1573526823647184527
5313,200,21008207,19728267,1573526823647209670,1573526823668198906
5314,200,22801872,21198686,1573526823668222942,1573526823691005691
5315,200,20434612,18928801,1573526823691029868,1573526823711442113
5316,200,19541417,18155016,1573526823711469531,1573526823730979800
5317,200,19838904,18322411,1573526823731016278,1573526823750825290
5318,200,19673809,17882290,1573526823750860468,1573526823770470215
5319,200,19981407,18526903,1573526823770539872,1573526823790501024
5320,200,21019692,19437265,1573526823790554097,1573526823811551820
5321,200,21267894,19686543,1573526823811578847,1573526823832772939
5322,200,19344815,17788344,1573526823832852374,1573526823852165949
5323,200,20360597,18947466,1573526823852204220,1573526823872533765
5324,200,21270845,19796834,1573526823872570010,1573526823893820211
5325,200,21737815,20255362,1573526823893845955,1573526823915534942
5326,200,25907657,24744766,1573526823915589263,1573526823941476050
5327,200,22100457,20194209,1573526823941502148,1573526823963537926
5328,200,21071633,19244972,1573526823963608241,1573526823984645018
5329,200,25256773,23562427,1573526823984686032,1573526824009912636
5330,200,25834919,24182586,1573526824009948055,1573526824035761384
5331,200,20001055,18561814,1573526824035788660,1573526824055759881
5332,200,20732580,19378320,1573526824055794905,1573526824076507084
5333,200,20118774,18605767,1573526824076532531,1573526824096620659
5334,200,20855555,19305546,1573526824096656631,1573526824117490783
5335,200,19731773,17724899,1573526824117517354,1573526824137216766
5336,200,21647599,19461027,1573526824137254493,1573526824158881323
5337,200,20151225,19048056,1573526824158907206,1573526824179038553
5338,200,19836018,18518800,1573526824179063492,1573526824198876706
5339,200,20109898,18715107,1573526824198904774,1573526824218994523
5340,200,20009294,18545913,1573526824219019685,1573526824239008733
5341,200,20468770,18905049,1573526824239062159,1573526824259508577
5342,503,1030131,1030131:841609:858162:781107:829267,1573526824259536105,1573526824304641604
5347,200,24305605,22347904,1573526824314822110,1573526824339063802
5348,200,21122418,19648745,1573526824339137529,1573526824360238514
5349,200,20256287,18894172,1573526824360361802,1573526824380587441
5350,200,20775751,19358059,1573526824380623378,1573526824401378810
5351,200,20591249,18791852,1573526824401408751,1573526824421969583
5352,200,20840835,19548620,1573526824422005260,1573526824442825628
5353,200,19794234,18278815,1573526824442851150,1573526824462625307
5354,200,26200066,24842956,1573526824462650414,1573526824488822821
5355,200,19961440,17826395,1573526824488856911,1573526824508789642
5356,200,19927274,18174899,1573526824508824563,1573526824528679801
5357,200,30950031,29063000,1573526824528757675,1573526824559684671
5358,200,25367888,23799495,1573526824559712859,1573526824585060627
5359,200,20593774,18443250,1573526824585114370,1573526824605688736
5360,200,19553364,18035239,1573526824605713564,1573526824625176676
5361,200,19139323,17589744,1573526824625274187,1573526824644374743
5362,200,21226534,19653557,1573526824644420792,1573526824665609322
5363,200,19866255,18288761,1573526824665654258,1573526824685407166
5364,200,19848137,18365453,1573526824685527316,1573526824705349363
5365,200,20230306,18291334,1573526824705382106,1573526824725582448
5366,200,19925179,18381710,1573526824725619130,1573526824745523298
5367,200,21729086,19143851,1573526824745549682,1573526824767255179
5368,200,19544328,17969105,1573526824767283843,1573526824786774578
5369,200,19428471,17886367,1573526824786833890,1573526824806241784
5370,200,19309423,17774176,1573526824806267497,1573526824825520434
5371,200,19465400,17829599,1573526824825582708,1573526824844992605
5372,200,20135821,18576346,1573526824845054662,1573526824865170104
5373,200,25872437,23787119,1573526824865195931,1573526824891045431
5374,200,30118604,28107863,1573526824891073537,1573526824921168139
5375,200,19768163,17410950,1573526824921197394,1573526824940937339
5376,200,24721358,22690171,1573526824940970768,1573526824965671441
5377,200,21365909,18950832,1573526824965865897,1573526824987208529
5378,200,19836733,18719543,1573526824987236979,1573526825007051595
5379,200,21712953,20365157,1573526825007078915,1573526825028773014
5380,200,21483411,18806443,1573526825028797016,1573526825050257054
5381,200,25253728,23817188,1573526825050285465,1573526825075511912
5382,200,19908472,18588941,1573526825075546686,1573526825095427976
5383,200,21367542,19371400,1573526825095462167,1573526825116292594
5384,200,18852270,17244058,1573526825116836720,1573526825135589268
5385,200,19498234,18026496,1573526825135696465,1573526825155165034
5386,200,19688070,18306887,1573526825155201343,1573526825174858081
5387,200,18700475,17361108,1573526825174896328,1573526825193575888
5388,200,19030320,17419919,1573526825193602081,1573526825212254514
5389,200,19009311,17662099,1573526825212637822,1573526825231620597
5390,200,20736509,19368185,1573526825231652476,1573526825252368138
5391,200,20176571,18680310,1573526825252394083,1573526825272549949
5392,200,19200874,17806870,1573526825272575889,1573526825291756237
5393,200,21194542,19635113,1573526825291781762,1573526825312953582
5394,200,31828018,29938318,1573526825312981917,1573526825344744552
5395,200,23751862,19971658,1573526825344816775,1573526825368547387
5396,200,20595926,19095192,1573526825368574334,1573526825389138933
5397,200,21207511,18794833,1573526825389175782,1573526825410362002
5398,200,22524481,21134561,1573526825410388728,1573526825432870773
5399,200,20305973,18962480,1573526825432920212,1573526825453205464
5400,200,23618341,21915175,1573526825453231273,1573526825476810077
5401,200,23019423,21273292,1573526825476856404,1573526825499837693
5402,200,21610983,19903222,1573526825499883700,1573526825521403182
5403,200,19734940,18007128,1573526825521502477,1573526825541207751
5404,200,28448888,26333543,1573526825541243944,1573526825569666215
5405,200,21902530,20117055,1573526825569699504,1573526825591549259
5406,200,21678435,20297922,1573526825591607870,1573526825613264102
5407,200,19482265,17877796,1573526825613291419,1573526825632719997
5408,200,24721776,22674523,1573526825632779968,1573526825657476385
5409,200,19412934,17950903,1573526825657506922,1573526825676899266
5410,200,18935854,16909715,1573526825676924931,1573526825695840404
5411,200,21114721,19793114,1573526825695865765,1573526825716956535
5412,200,30856031,27461227,1573526825716985717,1573526825747818669
5413,200,23857008,21520739,1573526825747878003,1573526825771702910
5414,200,23207097,20778244,1573526825771740343,1573526825794916826
5415,200,21865071,19346643,1573526825794952785,1573526825816787962
5416,200,19297210,17653433,1573526825816856341,1573526825836133546
5417,200,19192939,17440665,1573526825836158619,1573526825855331142
5418,200,20533999,18922294,1573526825855356646,1573526825875842200
5419,200,21015661,19305371,1573526825875896253,1573526825896890930
5420,200,26172251,23166687,1573526825896916895,1573526825923069622
5421,200,21865996,20220659,1573526825923094191,1573526825944937022
5422,200,20108406,18003980,1573526825944997733,1573526825965085375
5423,200,19940574,18317101,1573526825965111411,1573526825985015959
5424,200,23655704,22146907,1573526825985057360,1573526826008692371
5425,200,19477750,18324329,1573526826008718238,1573526826028165653
5426,200,19354995,17982849,1573526826028201218,1573526826047526755
5427,200,20975725,19531741,1573526826047593685,1573526826068515240
5428,200,20602391,19222707,1573526826068575736,1573526826089147428
5429,200,18843600,16974414,1573526826089183476,1573526826107996883
5430,200,19775996,18225557,1573526826108032408,1573526826127752418
5431,200,21842467,20406391,1573526826127814051,1573526826149635780
5432,200,19578956,17355046,1573526826149689518,1573526826169247632
5433,200,20212929,18146480,1573526826169273607,1573526826189464008
5434,200,21619279,20298197,1573526826189497413,1573526826211096098
5435,200,18421611,17181050,1573526826211121609,1573526826229522629
5436,200,19018144,17494364,1573526826229548250,1573526826248511483
5437,200,19536293,18257445,1573526826248572064,1573526826268082119
5438,200,17958844,16770868,1573526826268158659,1573526826286087482
5439,200,20645760,18619070,1573526826286122800,1573526826306747964
5440,200,19026624,17592571,1573526826306773549,1573526826325762803
5441,200,19348373,17717419,1573526826325806819,1573526826345133469
5442,200,27873423,25399117,1573526826345160493,1573526826373003352
5443,200,20360467,19267846,1573526826373039136,1573526826393379208
5444,200,21222887,19906304,1573526826393404982,1573526826414597189
5445,200,21011464,19976650,1573526826414633022,1573526826435623199
5446,200,19902352,18745589,1573526826435649632,1573526826455495068
5447,200,20912507,19595281,1573526826455557899,1573526826476449357
5448,200,21035357,19678384,1573526826476504529,1573526826497518460
5449,200,21857382,19727260,1573526826497545446,1573526826519370584
5450,200,19137618,17666591,1573526826519408729,1573526826538525484
5451,200,19568458,18044255,1573526826538551460,1573526826558090606
5452,200,21196915,19604716,1573526826558151310,1573526826579328560
5453,200,19653308,18078347,1573526826579353550,1573526826598978663
5454,200,25949055,24485696,1573526826599012133,1573526826624937867
5455,200,22450112,20056739,1573526826624967527,1573526826647397185
5456,200,27764761,26445380,1573526826647422740,1573526826675164853
5457,200,23161704,21912211,1573526826675192530,1573526826698331485
5458,200,19460730,18213764,1573526826698359473,1573526826717765338
5459,200,21194812,19666664,1573526826717826052,1573526826738994374
5460,200,20772495,19193951,1573526826739027973,1573526826759743320
5461,200,20350593,18818795,1573526826759806269,1573526826780093978
5462,200,19951524,18360578,1573526826780162777,1573526826800050162
5463,200,20536860,18691031,1573526826800121320,1573526826820610461
5464,200,21109783,19546833,1573526826820664898,1573526826841708840
5465,200,27213597,24234960,1573526826841795392,1573526826868975189
5466,200,23281760,20885754,1573526826869015658,1573526826892230793
5467,200,19626927,18008450,1573526826892304687,1573526826911901553
5468,200,28748505,27039144,1573526826911937929,1573526826940648916
5469,200,25581185,22929354,1573526826940693319,1573526826966248311
5470,200,20888834,19385983,1573526826966281315,1573526826987147216
5471,200,21785951,20114598,1573526826987175273,1573526827008940917
5472,200,21732448,19806955,1573526827008966255,1573526827030678360
5473,200,26798587,25159980,1573526827030730956,1573526827057507201
5474,200,18291594,16776525,1573526827057534531,1573526827075796367
5475,200,20713981,19340772,1573526827075862900,1573526827096554419
5476,200,20166929,18762713,1573526827096613708,1573526827116723819
5477,200,19591938,18223521,1573526827116786398,1573526827136356605
5478,200,20588825,19100379,1573526827136383374,1573526827156942577
5479,200,19183466,16939076,1573526827157011229,1573526827176174865
5480,200,19188004,17773420,1573526827176199704,1573526827195367715
5481,200,18063300,16836112,1573526827195392988,1573526827213404280
5482,503,1052380,1052380:770409:924639:826019:802760,1573526827213461896,1573526827258703334
5487,200,19756299,17692021,1573526827268896175,1573526827288631330
5488,200,19304488,17703867,1573526827288657959,1573526827307934240
5489,200,20929294,18955996,1573526827307967365,1573526827328870228
5490,200,22770728,20678076,1573526827328902096,1573526827351653339
5491,200,20354338,18806132,1573526827351677863,1573526827372001526
5492,200,20648677,19240070,1573526827372037444,1573526827392665962
5493,200,21085082,19635608,1573526827392691218,1573526827413746322
5494,200,22374722,20666953,1573526827413781403,1573526827436135988
5495,200,23299679,21612449,1573526827436161181,1573526827459423604
5496,200,21330241,19408215,1573526827459468091,1573526827480767236
5497,200,20523891,18984251,1573526827480803525,1573526827501306654
5498,200,20439709,18657135,1573526827501332595,1573526827521744938
5499,200,20469198,18900881,1573526827521777688,1573526827542223733
5500,200,21083214,19609068,1573526827542251952,1573526827563311436
5501,200,26616173,25263261,1573526827563340528,1573526827589925544
5502,200,28868824,26716389,1573526827589962194,1573526827618810337
5503,200,23140449,21657502,1573526827618836156,1573526827641910721
5504,200,22823140,21355767,1573526827641984833,1573526827664783581
5505,200,22812695,21062984,1573526827664813268,1573526827687605094
5506,200,20925488,19400330,1573526827687631045,1573526827708345497
5507,200,24361171,22836372,1573526827708561839,1573526827732901476
5508,200,32494649,30445533,1573526827732928237,1573526827765449142
5509,200,20578230,19005881,1573526827765477773,1573526827786028962
5510,200,19903619,18367946,1573526827786062736,1573526827805924077
5511,200,20424534,18770301,1573526827805974691,1573526827826369095
5512,200,21805311,20305882,1573526827826404682,1573526827848125185
5513,200,20468421,18856565,1573526827848216419,1573526827868663867
5514,200,20888766,19318752,1573526827868690364,1573526827889514414
5515,200,22174134,20113616,1573526827889584856,1573526827911706517
5516,200,20965989,19239935,1573526827911764714,1573526827932674636
5517,200,21702290,20487522,1573526827932736421,1573526827954416393
5518,200,19999636,18815311,1573526827954443889,1573526827974421451
5519,200,19260078,17786829,1573526827974448600,1573526827993648002
5520,200,21997984,20337895,1573526827993714340,1573526828015660324
5521,200,30291353,27763259,1573526828015718443,1573526828045980190
5522,200,23571233,19465121,1573526828046014950,1573526828069553066
5523,200,21450652,18748015,1573526828069591214,1573526828090988091
5524,200,20663605,19251850,1573526828091047758,1573526828111691560
5525,200,19577241,18211385,1573526828111743288,1573526828131297002
5526,200,19410207,18014085,1573526828131326161,1573526828150715496
5527,200,20272115,18616227,1573526828150741260,1573526828170964812
5528,200,18942122,17736625,1573526828171019751,1573526828189942670
5529,200,21841951,18906903,1573526828189967024,1573526828211754436
5530,200,19804547,17716320,1573526828211814453,1573526828231565049
5531,200,21489720,20066365,1573526828231624638,1573526828253091805
5532,200,20741764,19056863,1573526828253119359,1573526828273814622
5533,200,20052496,18497933,1573526828273866435,1573526828293896851
5534,200,20653685,18623980,1573526828293923943,1573526828314554223
5535,200,21181725,19667418,1573526828314582781,1573526828335705562
5536,200,19840859,18352187,1573526828335770716,1573526828355588702
5537,200,20275894,18773707,1573526828355616598,1573526828375872718
5538,200,20452324,18978902,1573526828375924759,1573526828396348889
5539,200,24304559,22359480,1573526828396382273,1573526828420626282
5540,200,29054548,26853460,1573526828420692884,1573526828449724632
5541,200,26936763,24954291,1573526828449752350,1573526828476666260
5542,200,21171689,19700109,1573526828476726250,1573526828497843522
5543,200,20462419,19004418,1573526828497903573,1573526828518335372
5544,200,26352681,24570754,1573526828518371392,1573526828544703781
5545,200,27853796,25076437,1573526828544729092,1573526828572560497
5546,200,20138276,18585528,1573526828572587922,1573526828592675670
5547,200,22435768,20728883,1573526828592731600,1573526828615112424
5548,200,24673987,22932603,1573526828615173208,1573526828639801903
5549,200,23477063,21772846,1573526828639855736,1573526828663312394
5550,200,20797218,19149092,1573526828663338139,1573526828684072024
5551,200,22733956,20888671,1573526828684140684,1573526828706818738
5552,200,22255053,20705364,1573526828706881585,1573526828729113319
5553,200,20873344,18989061,1573526828729142387,1573526828749952601
5554,200,22220193,20734276,1573526828750021153,1573526828772187788
5555,200,20996171,19122642,1573526828772246782,1573526828793172649
5556,200,21785330,18960309,1573526828793249946,1573526828815014600
5557,200,20431632,18828643,1573526828815040302,1573526828835442844
5558,200,21489661,19703761,1573526828835509176,1573526828856976430
5559,200,23713011,19672635,1573526828857031517,1573526828880723975
5560,200,25799465,23666655,1573526828880749752,1573526828906485322
5561,200,20637496,19130913,1573526828906554962,1573526828927171904
5562,200,22534583,20965369,1573526828927197651,1573526828949705840
5563,200,21306751,19648255,1573526828949781523,1573526828971033399
5564,200,21580439,20026566,1573526828971094151,1573526828992654822
